Date,AvgTemperature_F
2013-06-23,59.3
2013-06-24,56.8
2013-06-25,56.7
2013-06-26,59.8
2013-06-27,60.7
2013-06-28,58.9
2013-06-29,62.7
2013-06-30,64.2
2013-07-01,65.4
2013-07-02,67.4
2013-07-03,62.3
2013-07-04,62.6
2013-07-05,66.3
2013-07-06,68.9
2013-07-07,74.0
2013-07-08,73.0
2013-07-09,73.3
2013-07-10,69.0
2013-07-11,61.7
2013-07-12,63.7
2013-07-13,63.8
2013-07-14,70.2
2013-07-15,75.2
2013-07-16,77.2
2013-07-17,74.8
2013-07-18,75.4
2013-07-19,76.3
2013-07-20,75.4
2013-07-21,78.6
2013-07-22,80.7
2013-07-23,76.1
2013-07-24,73.4
2013-07-25,76.5
2013-07-26,75.8
2013-07-27,75.7
2013-07-28,70.4
2013-07-29,68.9
2013-07-30,68.8
2013-07-31,72.9
2013-08-01,81.0
2013-08-02,81.7
2013-08-03,72.2
2013-08-04,70.9
2013-08-05,73.3
2013-08-06,69.7
2013-08-07,64.8
2013-08-08,65.4
2013-08-09,67.0
2013-08-10,63.9
2013-08-11,64.0
2013-08-12,65.1
2013-08-13,62.1
2013-08-14,63.5
2013-08-15,68.2
2013-08-16,72.1
2013-08-17,70.9
2013-08-18,70.3
2013-08-19,65.0
2013-08-20,63.7
2013-08-21,66.8
2013-08-22,69.6
2013-08-23,71.5
2013-08-24,66.6
2013-08-25,56.6
2013-08-26,62.9
2013-08-27,66.1
2013-08-28,66.1
2013-08-29,64.6
2013-08-30,64.8
2013-08-31,66.3
2013-09-01,60.4
2013-09-02,63.0
2013-09-03,65.8
2013-09-04,72.1
2013-09-05,75.5
2013-09-06,65.0
2013-09-07,62.0
2013-09-08,62.4
2013-09-09,58.6
2013-09-10,58.1
2013-09-11,57.1
2013-09-12,58.6
2013-09-13,60.9
2013-09-14,59.3
2013-09-15,58.6
2013-09-16,55.0
2013-09-17,55.0
2013-09-18,59.6
2013-09-19,56.3
2013-09-20,61.3
2013-09-21,58.6
2013-09-22,63.1
2013-09-23,64.4
2013-09-24,62.7
2013-09-25,63.8
2013-09-26,63.9
2013-09-27,63.1
2013-09-28,63.9
2013-09-29,63.5
2013-09-30,60.3
2013-10-01,60.3
2013-10-02,63.1
2013-10-03,64.8
2013-10-04,66.0
2013-10-05,61.2
2013-10-06,59.3
2013-10-07,59.6
2013-10-08,59.6
2013-10-09,58.7
2013-10-10,50.0
2013-10-11,48.9
2013-10-12,47.2
2013-10-13,48.6
2013-10-14,53.6
2013-10-15,52.9
2013-10-16,49.6
2013-10-17,56.3
2013-10-18,52.4
2013-10-19,57.5
2013-10-20,60.0
2013-10-21,61.7
2013-10-22,63.8
2013-10-23,63.7
2013-10-24,57.6
2013-10-25,62.0
2013-10-26,63.6
2013-10-27,59.9
2013-10-28,59.2
2013-10-29,51.2
2013-10-30,47.5
2013-10-31,48.8
2013-11-01,50.1
2013-11-02,56.9
2013-11-03,50.9
2013-11-04,50.6
2013-11-05,46.5
2013-11-06,56.9
2013-11-07,58.2
2013-11-08,53.7
2013-11-09,47.4
2013-11-10,45.4
2013-11-11,42.6
2013-11-12,48.0
2013-11-13,45.1
2013-11-14,41.8
2013-11-15,45.1
2013-11-16,38.0
2013-11-17,40.2
2013-11-18,41.0
2013-11-19,41.4
2013-11-20,37.8
2013-11-21,37.5
2013-11-22,39.0
2013-11-23,42.1
2013-11-24,41.5
2013-11-25,42.6
2013-11-26,42.0
2013-11-27,41.1
2013-11-28,39.6
2013-11-29,46.0
2013-11-30,44.4
2013-12-01,42.7
2013-12-02,42.6
2013-12-03,35.7
2013-12-04,41.0
2013-12-05,44.1
2013-12-06,43.5
2013-12-07,44.1
2013-12-08,44.1
2013-12-09,36.4
2013-12-10,34.5
2013-12-11,32.8
2013-12-12,31.4
2013-12-13,34.4
2013-12-14,43.6
2013-12-15,43.6
2013-12-16,43.8
2013-12-17,43.5
2013-12-18,48.9
2013-12-19,45.1
2013-12-20,42.0
2013-12-21,42.8
2013-12-22,44.2
2013-12-23,50.1
2013-12-24,48.8
2013-12-25,45.6
2013-12-26,43.8
2013-12-27,48.3
2013-12-28,46.6
2013-12-29,42.6
2013-12-30,40.3
2013-12-31,44.9
2014-01-01,47.6
2014-01-02,49.6
2014-01-03,51.5
2014-01-04,48.8
2014-01-05,44.7
2014-01-06,53.7
2014-01-07,52.9
2014-01-08,51.5
2014-01-09,50.9
2014-01-10,42.0
2014-01-11,41.6
2014-01-12,38.3
2014-01-13,45.8
2014-01-14,42.1
2014-01-15,42.7
2014-01-16,46.5
2014-01-17,46.4
2014-01-18,43.0
2014-01-19,45.0
2014-01-20,43.3
2014-01-21,37.9
2014-01-22,38.8
2014-01-23,43.4
2014-01-24,41.6
2014-01-25,42.1
2014-01-26,43.9
2014-01-27,41.3
2014-01-28,41.3
2014-01-29,39.9
2014-01-30,42.1
2014-01-31,40.2
2014-02-01,44.9
2014-02-02,41.4
2014-02-03,39.1
2014-02-04,45.0
2014-02-05,46.5
2014-02-06,-99.0
2014-02-07,50.1
2014-02-08,46.6
2014-02-09,44.3
2014-02-10,43.4
2014-02-11,42.7
2014-02-12,42.9
2014-02-13,44.0
2014-02-14,45.8
2014-02-15,50.0
2014-02-16,46.5
2014-02-17,44.3
2014-02-18,43.9
2014-02-19,48.0
2014-02-20,48.5
2014-02-21,46.6
2014-02-22,43.6
2014-02-23,46.2
2014-02-24,48.7
2014-02-25,49.5
2014-02-26,45.3
2014-02-27,41.3
2014-02-28,43.5
2014-03-01,42.4
2014-03-02,41.3
2014-03-03,43.6
2014-03-04,44.1
2014-03-05,44.5
2014-03-06,44.5
2014-03-07,46.9
2014-03-08,50.0
2014-03-09,53.2
2014-03-10,52.4
2014-03-11,51.2
2014-03-12,51.3
2014-03-13,51.1
2014-03-14,52.7
2014-03-15,51.4
2014-03-16,53.1
2014-03-17,47.6
2014-03-18,50.7
2014-03-19,52.2
2014-03-20,55.0
2014-03-21,52.5
2014-03-22,48.7
2014-03-23,43.5
2014-03-24,43.5
2014-03-25,43.0
2014-03-26,42.4
2014-03-27,43.7
2014-03-28,47.5
2014-03-29,53.9
2014-03-30,56.1
2014-03-31,56.8
2014-04-01,58.1
2014-04-02,57.7
2014-04-03,59.6
2014-04-04,54.8
2014-04-05,55.7
2014-04-06,60.6
2014-04-07,61.0
2014-04-08,51.6
2014-04-09,49.6
2014-04-10,54.2
2014-04-11,53.8
2014-04-12,53.7
2014-04-13,52.7
2014-04-14,51.6
2014-04-15,48.2
2014-04-16,49.6
2014-04-17,55.1
2014-04-18,52.1
2014-04-19,48.6
2014-04-20,55.6
2014-04-21,54.5
2014-04-22,54.1
2014-04-23,56.8
2014-04-24,58.1
2014-04-25,54.0
2014-04-26,48.1
2014-04-27,50.0
2014-04-28,52.5
2014-04-29,52.0
2014-04-30,56.9
2014-05-01,44.3
2014-05-02,52.1
2014-05-03,50.5
2014-05-04,52.1
2014-05-05,59.0
2014-05-06,57.5
2014-05-07,55.0
2014-05-08,54.5
2014-05-09,60.3
2014-05-10,49.5
2014-05-11,49.7
2014-05-12,48.9
2014-05-13,45.9
2014-05-14,53.5
2014-05-15,52.7
2014-05-16,55.7
2014-05-17,60.4
2014-05-18,63.0
2014-05-19,67.1
2014-05-20,59.4
2014-05-21,54.2
2014-05-22,56.4
2014-05-23,58.4
2014-05-24,52.4
2014-05-25,58.7
2014-05-26,55.8
2014-05-27,57.0
2014-05-28,56.0
2014-05-29,59.4
2014-05-30,62.3
2014-05-31,60.1
2014-06-01,58.5
2014-06-02,60.5
2014-06-03,59.2
2014-06-04,52.2
2014-06-05,58.6
2014-06-06,67.1
2014-06-07,73.3
2014-06-08,59.5
2014-06-09,64.0
2014-06-10,57.8
2014-06-11,67.7
2014-06-12,67.6
2014-06-13,67.0
2014-06-14,63.5
2014-06-15,60.2
2014-06-16,59.9
2014-06-17,59.9
2014-06-18,62.9
2014-06-19,62.1
2014-06-20,62.1
2014-06-21,63.7
2014-06-22,67.5
2014-06-23,66.8
2014-06-24,68.1
2014-06-25,63.8
2014-06-26,64.1
2014-06-27,65.8
2014-06-28,58.5
2014-06-29,53.5
2014-06-30,61.9
2014-07-01,64.2
2014-07-02,66.5
2014-07-03,72.5
2014-07-04,66.5
2014-07-05,67.0
2014-07-06,62.1
2014-07-07,59.2
2014-07-08,55.2
2014-07-09,54.4
2014-07-10,53.8
2014-07-11,52.1
2014-07-12,63.2
2014-07-13,60.4
2014-07-14,64.4
2014-07-15,67.7
2014-07-16,74.1
2014-07-17,76.4
2014-07-18,81.1
2014-07-19,68.7
2014-07-20,54.5
2014-07-21,58.9
2014-07-22,67.4
2014-07-23,70.2
2014-07-24,77.5
2014-07-25,72.7
2014-07-26,69.4
2014-07-27,62.3
2014-07-28,62.4
2014-07-29,62.4
2014-07-30,68.6
2014-07-31,67.6
2014-08-01,71.5
2014-08-02,64.2
2014-08-03,63.7
2014-08-04,60.8
2014-08-05,69.0
2014-08-06,56.5
2014-08-07,50.6
2014-08-08,64.1
2014-08-09,65.2
2014-08-10,65.9
2014-08-11,60.0
2014-08-12,59.7
2014-08-13,61.2
2014-08-14,57.1
2014-08-15,55.8
2014-08-16,63.9
2014-08-17,62.4
2014-08-18,62.4
2014-08-19,59.1
2014-08-20,58.6
2014-08-21,58.0
2014-08-22,60.0
2014-08-23,59.3
2014-08-24,59.9
2014-08-25,58.0
2014-08-26,57.6
2014-08-27,64.3
2014-08-28,66.2
2014-08-29,64.8
2014-08-30,63.5
2014-08-31,62.1
2014-09-01,61.9
2014-09-02,65.0
2014-09-03,64.9
2014-09-04,63.5
2014-09-05,67.1
2014-09-06,66.9
2014-09-07,66.8
2014-09-08,66.8
2014-09-09,63.3
2014-09-10,60.3
2014-09-11,59.4
2014-09-12,61.7
2014-09-13,63.7
2014-09-14,63.4
2014-09-15,65.2
2014-09-16,66.2
2014-09-17,63.9
2014-09-18,64.3
2014-09-19,68.7
2014-09-20,59.4
2014-09-21,59.8
2014-09-22,56.8
2014-09-23,54.5
2014-09-24,54.7
2014-09-25,56.6
2014-09-26,58.5
2014-09-27,62.8
2014-09-28,64.4
2014-09-29,56.2
2014-09-30,63.7
2014-10-01,62.9
2014-10-02,63.7
2014-10-03,62.7
2014-10-04,56.4
2014-10-05,54.3
2014-10-06,49.2
2014-10-07,56.0
2014-10-08,57.0
2014-10-09,60.8
2014-10-10,57.5
2014-10-11,56.4
2014-10-12,53.8
2014-10-13,59.6
2014-10-14,55.1
2014-10-15,55.2
2014-10-16,57.4
2014-10-17,59.3
2014-10-18,64.6
2014-10-19,64.3
2014-10-20,57.7
2014-10-21,53.4
2014-10-22,50.0
2014-10-23,54.0
2014-10-24,55.6
2014-10-25,55.6
2014-10-26,55.9
2014-10-27,53.8
2014-10-28,49.9
2014-10-29,53.4
2014-10-30,58.1
2014-10-31,59.9
2014-11-01,59.1
2014-11-02,58.4
2014-11-03,52.8
2014-11-04,49.6
2014-11-05,46.3
2014-11-06,47.3
2014-11-07,51.5
2014-11-08,51.9
2014-11-09,51.7
2014-11-10,45.9
2014-11-11,50.5
2014-11-12,52.4
2014-11-13,49.9
2014-11-14,47.3
2014-11-15,48.8
2014-11-16,48.9
2014-11-17,48.3
2014-11-18,48.0
2014-11-19,42.8
2014-11-20,46.2
2014-11-21,48.0
2014-11-22,50.0
2014-11-23,52.2
2014-11-24,50.1
2014-11-25,48.0
2014-11-26,51.8
2014-11-27,50.4
2014-11-28,50.9
2014-11-29,43.8
2014-11-30,39.2
2014-12-01,39.9
2014-12-02,37.4
2014-12-03,36.5
2014-12-04,37.9
2014-12-05,40.9
2014-12-06,40.4
2014-12-07,37.2
2014-12-08,38.2
2014-12-09,37.4
2014-12-10,45.5
2014-12-11,46.7
2014-12-12,49.3
2014-12-13,39.9
2014-12-14,35.6
2014-12-15,39.3
2014-12-16,44.6
2014-12-17,49.3
2014-12-18,54.9
2014-12-19,50.6
2014-12-20,45.9
2014-12-21,45.7
2014-12-22,50.0
2014-12-23,49.0
2014-12-24,48.7
2014-12-25,43.5
2014-12-26,37.3
2014-12-27,41.9
2014-12-28,31.1
2014-12-29,32.2
2014-12-30,38.5
2014-12-31,37.6
